date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
26,32.8 °C,28.2 °C,23.7 °C,26.1 °C,24.1 °C,21.1 °C,96%,84%,65%,10 kph,3 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,8.4 mm
27,33.3 °C,28.2 °C,23.1 °C,26.1 °C,23.9 °C,22.2 °C,97%,88%,64%,8 kph,2 kph,23 kph,1014 hPa,1012 hPa,1010 hPa,1 mm
28,32.6 °C,27.8 °C,23.1 °C,26.1 °C,23.8 °C,21.7 °C,96%,86%,68%,10 kph,3 kph,23 kph,1014 hPa,1012 hPa,1009 hPa,0.3 mm
29,33.8 °C,28.6 °C,23.4 °C,25.6 °C,24.2 °C,22.2 °C,96%,82%,61%,11 kph,3 kph,19 kph,1013 hPa,1011 hPa,1008 hPa,2 mm
30,32.4 °C,28 °C,23.5 °C,27.2 °C,24.5 °C,22.2 °C,97%,84%,68%,8 kph,2 kph,19 kph,1012 hPa,1011 hPa,1009 hPa,0.3 mm
31,33.7 °C,28.9 °C,24.1 °C,26.1 °C,23.6 °C,22.2 °C,96%,87%,61%,10 kph,2 kph,26 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jun,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.7 °C,27.8 °C,22.9 °C,26.1 °C,24 °C,21.7 °C,96%,89%,68%,8 kph,2 kph,14 kph,1013 hPa,1011 hPa,1008 hPa,3.3 mm
2,33.7 °C,28.3 °C,22.9 °C,25.6 °C,23.9 °C,21.7 °C,97%,86%,64%,11 kph,2 kph,29 kph,1011 hPa,1009 hPa,1007 hPa,13.5 mm
3,33.3 °C,28.1 °C,22.9 °C,27.2 °C,24.3 °C,22.2 °C,96%,88%,69%,13 kph,2 kph,29 kph,1012 hPa,1010 hPa,1008 hPa,19.6 mm
4,33.8 °C,28.3 °C,22.7 °C,27.2 °C,23.3 °C,21.7 °C,96%,88%,67%,6 kph,2 kph,14 kph,1012 hPa,1011 hPa,1009 hPa,4.8 mm
5,33.1 °C,27.8 °C,22.4 °C,26.7 °C,23.7 °C,21.1 °C,96%,86%,67%,5 kph,2 kph,18 kph,1012 hPa,1011 hPa,1009 hPa,2.8 mm
6,32.4 °C,27.6 °C,22.7 °C,26.1 °C,23.5 °C,21.1 °C,97%,88%,69%,18 kph,3 kph,27 kph,1012 hPa,1005 hPa,999 hPa,65 mm
7,31.8 °C,27.1 °C,22.3 °C,26.7 °C,23.7 °C,21.1 °C,97%,89%,72%,10 kph,3 kph,16 kph,1016 hPa,1012 hPa,1009 hPa,9.9 mm
8,32.7 °C,27.6 °C,22.6 °C,26.1 °C,23.9 °C,21.7 °C,97%,84%,63%,10 kph,3 kph,23 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
9,30.8 °C,26.9 °C,22.9 °C,24.4 °C,22.4 °C,21.7 °C,95%,89%,69%,3 kph,1 kph,6 kph,1011 hPa,1011 hPa,1010 hPa,0 mm
10,31.4 °C,26.7 °C,22 °C,27.2 °C,24 °C,21.1 °C,97%,89%,73%,10 kph,2 kph,21 kph,1013 hPa,1012 hPa,1010 hPa,4.1 mm
11,32.9 °C,28.1 °C,23.2 °C,27.2 °C,24.2 °C,22.2 °C,96%,89%,69%,6 kph,2 kph,16 kph,1013 hPa,1011 hPa,1009 hPa,20.8 mm
12,31.9 °C,27.7 °C,23.4 °C,27.2 °C,24.3 °C,22.8 °C,97%,87%,68%,14 kph,2 kph,26 kph,1013 hPa,1011 hPa,1010 hPa,2.3 mm
13,33 °C,27.9 °C,22.8 °C,26.7 °C,23.5 °C,21.7 °C,95%,86%,68%,10 kph,2 kph,16 kph,1012 hPa,1011 hPa,1009 hPa,0.3 mm
14,32.8 °C,27.6 °C,22.3 °C,26.1 °C,23.6 °C,21.1 °C,95%,85%,65%,8 kph,3 kph,19 kph,1012 hPa,1010 hPa,1008 hPa,2.3 mm
15,33 °C,27.9 °C,22.7 °C,26.7 °C,24 °C,21.7 °C,95%,83%,67%,6 kph,2 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
16,33.6 °C,28.6 °C,23.6 °C,27.2 °C,24 °C,22.2 °C,95%,86%,66%,6 kph,2 kph,16 kph,1012 hPa,1010 hPa,1007 hPa,7.9 mm
17,31.6 °C,27.3 °C,23.1 °C,26.7 °C,24.1 °C,22.2 °C,97%,91%,75%,11 kph,2 kph,31 kph,1012 hPa,1011 hPa,1009 hPa,7.1 mm
18,31.1 °C,26.8 °C,22.6 °C,26.7 °C,24.7 °C,21.7 °C,97%,91%,77%,8 kph,2 kph,23 kph,1012 hPa,1010 hPa,1009 hPa,13.2 mm
19,31.5 °C,27.8 °C,24.1 °C,26.7 °C,24.9 °C,23.3 °C,97%,88%,71%,8 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,11.4 mm
20,31.8 °C,27.8 °C,23.8 °C,26.7 °C,24.3 °C,22.8 °C,97%,90%,73%,6 kph,2 kph,16 kph,1011 hPa,1009 hPa,1007 hPa,34.8 mm
21,31.9 °C,28.1 °C,24.3 °C,26.1 °C,24.8 °C,23.3 °C,96%,88%,71%,5 kph,2 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,0.8 mm
22,30.7 °C,27.3 °C,23.9 °C,26.1 °C,24.3 °C,22.8 °C,96%,90%,74%,5 kph,1 kph,8 kph,1011 hPa,1010 hPa,1008 hPa,0 mm
23,29.6 °C,27.1 °C,24.6 °C,26.1 °C,24.6 °C,23.3 °C,96%,91%,81%,8 kph,2 kph,14 kph,1011 hPa,1009 hPa,1008 hPa,11.2 mm
24,30.7 °C,27.2 °C,23.7 °C,26.1 °C,24.4 °C,22.8 °C,96%,88%,76%,6 kph,2 kph,16 kph,1011 hPa,1010 hPa,1008 hPa,0 mm
25,32.3 °C,27.8 °C,23.3 °C,26.1 °C,24.1 °C,22.2 °C,96%,84%,68%,8 kph,3 kph,23 kph,1012 hPa,1010 hPa,1008 hPa,10.9 mm
26,31.7 °C,27.3 °C,23 °C,26.1 °C,23.9 °C,21.7 °C,96%,88%,71%,6 kph,2 kph,16 kph,1011 hPa,1009 hPa,1007 hPa,0.8 mm
27,30.3 °C,26.8 °C,23.3 °C,25.6 °C,24.2 °C,22.2 °C,96%,88%,77%,6 kph,2 kph,26 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
28,31.9 °C,27.8 °C,23.8 °C,26.7 °C,23.8 °C,22.2 °C,95%,87%,69%,10 kph,2 kph,18 kph,1014 hPa,1012 hPa,1009 hPa,1 mm
29,31.4 °C,27.3 °C,23.3 °C,26.1 °C,23.3 °C,21.7 °C,95%,90%,70%,10 kph,3 kph,24 kph,1015 hPa,1013 hPa,1011 hPa,70.9 mm
30,31.2 °C,27.1 °C,22.9 °C,26.7 °C,24.2 °C,21.7 °C,95%,88%,76%,5 kph,2 kph,16 kph,1013 hPa,1011 hPa,1009 hPa,0.3 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jul,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,30.7 °C,27.4 °C,24.2 °C,27.2 °C,24.6 °C,22.8 °C,96%,89%,79%,5 kph,2 kph,18 kph,1012 hPa,1011 hPa,1009 hPa,8.6 mm
2,31.9 °C,27.9 °C,23.9 °C,26.1 °C,23.7 °C,22.2 °C,94%,88%,73%,16 kph,3 kph,32 kph,1013 hPa,1011 hPa,1009 hPa,13.5 mm
3,31.4 °C,26.9 °C,22.4 °C,26.7 °C,23.2 °C,21.1 °C,96%,90%,74%,8 kph,2 kph,23 kph,1013 hPa,1011 hPa,1010 hPa,12.2 mm
4,31.7 °C,27.1 °C,22.4 °C,26.7 °C,23.2 °C,21.1 °C,94%,87%,72%,10 kph,3 kph,24 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
5,30.7 °C,26.9 °C,23 °C,26.1 °C,23.1 °C,21.1 °C,93%,87%,73%,14 kph,2 kph,26 kph,1010 hPa,1009 hPa,1007 hPa,0.5 mm
6,32.4 °C,27.3 °C,22.2 °C,26.1 °C,22.9 °C,21.1 °C,95%,81%,63%,14 kph,5 kph,35 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
7,30.4 °C,27.3 °C,24.2 °C,23.3 °C,22.2 °C,21.1 °C,89%,77%,68%,16 kph,9 kph,42 kph,1008 hPa,1006 hPa,1004 hPa,8.6 mm
8,27.2 °C,25.5 °C,23.8 °C,24.4 °C,22.8 °C,21.7 °C,94%,90%,80%,11 kph,4 kph,29 kph,1008 hPa,1007 hPa,1005 hPa,35.6 mm
9,28.5 °C,26.1 °C,23.6 °C,23.9 °C,22.8 °C,22.2 °C,94%,87%,75%,13 kph,5 kph,29 kph,1010 hPa,1008 hPa,1007 hPa,7.6 mm
10,30.8 °C,27.6 °C,24.3 °C,23.9 °C,22.6 °C,21.7 °C,89%,75%,67%,11 kph,6 kph,24 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
11,32.5 °C,28.5 °C,24.6 °C,27.2 °C,23.7 °C,21.7 °C,92%,80%,67%,8 kph,3 kph,21 kph,1011 hPa,1010 hPa,1008 hPa,0.5 mm
12,31 °C,26.6 °C,22.2 °C,26.7 °C,23.5 °C,21.1 °C,95%,88%,79%,8 kph,2 kph,23 kph,1011 hPa,1010 hPa,1009 hPa,13.5 mm
13,32.4 °C,27.3 °C,22.2 °C,25.6 °C,23.1 °C,20.6 °C,93%,83%,66%,8 kph,3 kph,23 kph,1011 hPa,1010 hPa,1008 hPa,0.8 mm
14,32.8 °C,28.1 °C,23.3 °C,26.1 °C,23.7 °C,21.7 °C,93%,85%,68%,6 kph,2 kph,18 kph,1012 hPa,1010 hPa,1007 hPa,1.8 mm
15,32.5 °C,28 °C,23.6 °C,26.7 °C,24.4 °C,22.2 °C,94%,85%,69%,6 kph,2 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
16,32.7 °C,27.9 °C,23.1 °C,26.7 °C,23.8 °C,21.7 °C,94%,85%,71%,6 kph,2 kph,24 kph,1013 hPa,1011 hPa,1008 hPa,2.3 mm
17,32.9 °C,28.1 °C,23.4 °C,26.7 °C,23.9 °C,21.7 °C,93%,84%,67%,5 kph,2 kph,16 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
18,32.9 °C,27.7 °C,22.5 °C,26.1 °C,23.2 °C,21.1 °C,93%,81%,64%,10 kph,3 kph,21 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
19,32.8 °C,27.7 °C,22.7 °C,25.6 °C,22.9 °C,20.6 °C,91%,82%,66%,10 kph,3 kph,24 kph,1013 hPa,1011 hPa,1008 hPa,33 mm
20,31.1 °C,26.8 °C,22.5 °C,26.1 °C,23.2 °C,21.1 °C,94%,86%,74%,11 kph,2 kph,24 kph,1012 hPa,1011 hPa,1010 hPa,4.1 mm
21,32 °C,27.4 °C,22.8 °C,26.7 °C,24.2 °C,21.1 °C,94%,84%,71%,8 kph,3 kph,23 kph,1012 hPa,1011 hPa,1009 hPa,0 mm
22,32.9 °C,28.1 °C,23.4 °C,26.7 °C,24.1 °C,21.1 °C,93%,83%,68%,10 kph,3 kph,24 kph,1012 hPa,1010 hPa,1008 hPa,35.3 mm
23,32.9 °C,27.9 °C,22.9 °C,25.6 °C,23.1 °C,21.7 °C,94%,84%,64%,8 kph,3 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
24,30.9 °C,27.2 °C,23.4 °C,26.7 °C,23.1 °C,21.7 °C,92%,87%,77%,6 kph,2 kph,26 kph,1010 hPa,1009 hPa,1007 hPa,1.5 mm
25,31.4 °C,26.7 °C,22.1 °C,27.2 °C,23.9 °C,20.6 °C,95%,89%,79%,5 kph,2 kph,16 kph,1011 hPa,1009 hPa,1007 hPa,10.2 mm
26,33 °C,27.8 °C,22.6 °C,27.8 °C,23.8 °C,21.1 °C,94%,83%,64%,8 kph,2 kph,21 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
27,33.4 °C,28.2 °C,23.1 °C,26.7 °C,24 °C,21.7 °C,93%,82%,63%,5 kph,2 kph,14 kph,1011 hPa,1010 hPa,1008 hPa,0.3 mm
28,32.4 °C,28.1 °C,23.8 °C,26.1 °C,24.2 °C,22.2 °C,93%,82%,69%,5 kph,2 kph,13 kph,1011 hPa,1009 hPa,1007 hPa,0.8 mm
29,31.5 °C,27.3 °C,23.1 °C,25.6 °C,23.6 °C,21.1 °C,92%,82%,68%,5 kph,2 kph,8 kph,1010 hPa,1008 hPa,1007 hPa,0 mm
30,31.7 °C,27.8 °C,23.9 °C,26.1 °C,24 °C,22.2 °C,92%,84%,73%,6 kph,2 kph,14 kph,1007 hPa,1005 hPa,1003 hPa,0 mm
31,31.3 °C,27.8 °C,24.2 °C,25.6 °C,23 °C,21.7 °C,91%,83%,66%,14 kph,5 kph,31 kph,1006 hPa,1004 hPa,1002 hPa,10.9 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Aug,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.6 °C,27.9 °C,24.2 °C,26.1 °C,23.6 °C,22.2 °C,91%,82%,74%,13 kph,5 kph,27 kph,1009 hPa,1006 hPa,1004 hPa,3 mm
2,30.1 °C,26.7 °C,23.3 °C,25.6 °C,23.6 °C,21.7 °C,93%,88%,76%,8 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,0.3 mm
3,30.6 °C,26.6 °C,22.5 °C,26.7 °C,23.2 °C,21.1 °C,94%,89%,78%,10 kph,2 kph,19 kph,1011 hPa,1010 hPa,1008 hPa,19.6 mm
4,32.6 °C,27.3 °C,22.1 °C,27.2 °C,24.1 °C,20.6 °C,95%,84%,71%,6 kph,2 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
5,32.8 °C,27.8 °C,22.9 °C,26.7 °C,23.7 °C,21.7 °C,93%,81%,67%,10 kph,3 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
6,30.9 °C,27.4 °C,23.8 °C,26.1 °C,23.4 °C,22.2 °C,91%,84%,74%,10 kph,4 kph,21 kph,1009 hPa,1007 hPa,1005 hPa,2.5 mm
7,29.2 °C,27.2 °C,25.2 °C,24.4 °C,22.9 °C,21.7 °C,89%,80%,73%,11 kph,6 kph,27 kph,1009 hPa,1007 hPa,1005 hPa,2.8 mm
8,28.4 °C,26.2 °C,23.9 °C,24.4 °C,22.8 °C,22.2 °C,93%,87%,78%,14 kph,6 kph,31 kph,1008 hPa,1007 hPa,1005 hPa,61.7 mm
9,28.8 °C,26.4 °C,24.1 °C,24.4 °C,22.9 °C,22.2 °C,94%,88%,74%,14 kph,4 kph,26 kph,1007 hPa,1006 hPa,1004 hPa,19.3 mm
10,27.4 °C,25.8 °C,24.1 °C,25 °C,22.8 °C,21.1 °C,93%,85%,79%,14 kph,6 kph,35 kph,1008 hPa,1006 hPa,1005 hPa,2 mm
11,28.9 °C,26.5 °C,24.1 °C,24.4 °C,23 °C,22.2 °C,92%,82%,71%,16 kph,7 kph,39 kph,1009 hPa,1007 hPa,1006 hPa,4.6 mm
12,28.6 °C,26.8 °C,24.9 °C,23.9 °C,22.9 °C,21.7 °C,90%,80%,69%,14 kph,8 kph,42 kph,1008 hPa,1007 hPa,1006 hPa,11.2 mm
13,28.3 °C,26.4 °C,24.6 °C,25 °C,23.7 °C,22.8 °C,94%,90%,82%,10 kph,4 kph,26 kph,1008 hPa,1006 hPa,1004 hPa,53.6 mm
14,27.7 °C,26 °C,24.3 °C,25 °C,23.7 °C,22.8 °C,95%,91%,80%,11 kph,5 kph,26 kph,1007 hPa,1006 hPa,1004 hPa,48 mm
15,29.6 °C,27.3 °C,24.9 °C,25.6 °C,23.4 °C,22.8 °C,92%,81%,75%,16 kph,9 kph,37 kph,1008 hPa,1006 hPa,1004 hPa,45.7 mm
16,30.3 °C,27.6 °C,24.8 °C,25.6 °C,23.9 °C,22.8 °C,92%,85%,74%,13 kph,5 kph,31 kph,1008 hPa,1006 hPa,1005 hPa,7.4 mm
17,30 °C,28.3 °C,26.6 °C,24.4 °C,22.9 °C,21.7 °C,83%,73%,66%,16 kph,11 kph,42 kph,1007 hPa,1006 hPa,1005 hPa,6.6 mm
18,31.3 °C,28.8 °C,26.3 °C,25 °C,22.9 °C,21.7 °C,76%,70%,66%,14 kph,8 kph,40 kph,1007 hPa,1005 hPa,1004 hPa,0 mm
19,32.5 °C,29.2 °C,25.9 °C,25.6 °C,22.7 °C,21.7 °C,81%,70%,61%,16 kph,8 kph,32 kph,1008 hPa,1006 hPa,1004 hPa,0 mm
20,31.4 °C,28.1 °C,24.8 °C,26.1 °C,23.3 °C,22.2 °C,90%,84%,70%,10 kph,4 kph,24 kph,1007 hPa,1005 hPa,1003 hPa,4.3 mm
21,30.9 °C,27.2 °C,23.4 °C,26.1 °C,23.7 °C,21.7 °C,93%,86%,77%,10 kph,2 kph,18 kph,1005 hPa,1003 hPa,1001 hPa,28.2 mm
22,29.1 °C,26.2 °C,23.3 °C,26.1 °C,23.8 °C,21.7 °C,95%,90%,86%,13 kph,3 kph,21 kph,1005 hPa,1003 hPa,1002 hPa,6.9 mm
23,29.9 °C,27.3 °C,24.7 °C,25 °C,23.3 °C,22.2 °C,91%,82%,73%,11 kph,6 kph,27 kph,1006 hPa,1004 hPa,1003 hPa,2.8 mm
24,31.7 °C,28.2 °C,24.7 °C,25.6 °C,23.4 °C,22.8 °C,90%,78%,66%,13 kph,7 kph,29 kph,1007 hPa,1005 hPa,1003 hPa,0 mm
25,31.4 °C,28.9 °C,26.4 °C,24.4 °C,23.2 °C,22.2 °C,83%,73%,66%,11 kph,9 kph,31 kph,1008 hPa,1007 hPa,1005 hPa,0 mm
26,33.4 °C,29.6 °C,25.8 °C,26.1 °C,23.7 °C,22.2 °C,85%,74%,62%,14 kph,6 kph,29 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
27,31.1 °C,28.3 °C,25.4 °C,25 °C,22.9 °C,21.7 °C,88%,76%,67%,13 kph,6 kph,34 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
28,31.7 °C,27.9 °C,24.1 °C,25 °C,22.7 °C,21.1 °C,87%,73%,63%,13 kph,7 kph,27 kph,1010 hPa,1009 hPa,1008 hPa,0 mm
29,32.6 °C,29.1 °C,25.6 °C,25 °C,22.8 °C,21.7 °C,80%,69%,59%,11 kph,7 kph,27 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
30,33.8 °C,28.3 °C,22.8 °C,25.6 °C,22.8 °C,20.6 °C,90%,76%,52%,11 kph,4 kph,26 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
31,33.5 °C,27.9 °C,22.3 °C,25 °C,22.1 °C,20 °C,91%,76%,57%,10 kph,4 kph,26 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Sep,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,33.1 °C,27.6 °C,22.2 °C,26.1 °C,22.4 °C,19.4 °C,89%,76%,62%,10 kph,3 kph,18 kph,1012 hPa,1009 hPa,1007 hPa,0 mm
2,33.1 °C,26.9 °C,20.7 °C,25 °C,21.9 °C,18.9 °C,92%,78%,62%,6 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
3,32.9 °C,27.2 °C,21.4 °C,25 °C,21.8 °C,19.4 °C,92%,75%,55%,11 kph,5 kph,29 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
4,33.5 °C,28.6 °C,23.6 °C,25.6 °C,23.1 °C,20.6 °C,89%,79%,63%,10 kph,3 kph,21 kph,1010 hPa,1009 hPa,1007 hPa,14.7 mm
5,33.1 °C,28.4 °C,23.9 °C,26.7 °C,23.9 °C,22.2 °C,92%,82%,65%,10 kph,3 kph,26 kph,1012 hPa,1010 hPa,1008 hPa,1.8 mm
6,31.7 °C,27.4 °C,23.1 °C,27.2 °C,23.5 °C,21.7 °C,93%,87%,75%,10 kph,3 kph,26 kph,1013 hPa,1011 hPa,1009 hPa,2.5 mm
7,32.3 °C,27.4 °C,22.5 °C,26.1 °C,23.1 °C,21.1 °C,93%,82%,66%,10 kph,3 kph,19 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
8,32.6 °C,28.3 °C,24 °C,26.1 °C,23.7 °C,22.2 °C,92%,82%,64%,6 kph,2 kph,16 kph,1012 hPa,1010 hPa,1008 hPa,3 mm
9,31 °C,27.4 °C,23.8 °C,26.1 °C,23.9 °C,22.2 °C,93%,84%,73%,6 kph,3 kph,23 kph,1011 hPa,1009 hPa,1007 hPa,11.4 mm
10,30.9 °C,27.1 °C,23.2 °C,26.1 °C,23.8 °C,21.7 °C,94%,86%,74%,10 kph,3 kph,27 kph,1010 hPa,1008 hPa,1005 hPa,38.9 mm
11,31.7 °C,27.4 °C,23.2 °C,26.7 °C,23.7 °C,21.7 °C,93%,84%,70%,10 kph,3 kph,23 kph,1010 hPa,1008 hPa,1005 hPa,0 mm
12,31.7 °C,27.3 °C,22.9 °C,26.1 °C,22.7 °C,21.1 °C,92%,85%,70%,14 kph,3 kph,29 kph,1011 hPa,1009 hPa,1007 hPa,22.9 mm
13,31.1 °C,26.6 °C,22.2 °C,25.6 °C,22.7 °C,20.6 °C,93%,83%,71%,11 kph,4 kph,23 kph,1009 hPa,1008 hPa,1006 hPa,0.5 mm
14,31.5 °C,28.1 °C,24.7 °C,23.9 °C,22.6 °C,21.7 °C,85%,75%,62%,14 kph,7 kph,31 kph,1009 hPa,1007 hPa,1006 hPa,0 mm
15,33 °C,28.6 °C,24.1 °C,25 °C,23 °C,21.1 °C,89%,80%,64%,8 kph,4 kph,19 kph,1008 hPa,1006 hPa,1005 hPa,7.4 mm
16,30.7 °C,27.3 °C,23.9 °C,26.1 °C,23.6 °C,22.2 °C,92%,84%,70%,8 kph,3 kph,19 kph,1008 hPa,1006 hPa,1004 hPa,5.3 mm
17,32.1 °C,27.4 °C,22.8 °C,26.7 °C,23.1 °C,21.1 °C,92%,79%,64%,11 kph,4 kph,26 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
18,30.9 °C,27.2 °C,23.4 °C,26.1 °C,23.6 °C,21.1 °C,91%,83%,73%,6 kph,2 kph,14 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
19,30.6 °C,26.9 °C,23.3 °C,26.1 °C,23.6 °C,21.7 °C,93%,88%,76%,8 kph,2 kph,16 kph,1009 hPa,1008 hPa,1006 hPa,5.3 mm
20,28.4 °C,25.6 °C,22.8 °C,26.1 °C,24.1 °C,21.7 °C,95%,91%,87%,6 kph,1 kph,13 kph,1011 hPa,1010 hPa,1008 hPa,0.8 mm
